ID,Time Spent On TV,Number Of Meals Per Day,Change In Weight,Health Issue During Lockdown,Stress Busters,Time Utilized,Connection Status,Activities Missed (Most),Age Group
1022,3,4,Increased,NO,Gaming,YES,YES,Social Interactions,Young Adults
1023,0,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Young Adults
1024,0,3,Remain Constant,NO,Watching videos,YES,YES,Social Interactions,Young Adults
1025,2,2,Decreased,YES,Leisure and Entertainment,NO,YES,Education,Young Adults
1026,0,4,Remain Constant,NO,Social Media,NO,YES,Education,Young Adults
1027,0,4,Remain Constant,NO,Social Media,NO,YES,Education,Young Adults
1028,0.5,3,Remain Constant,NO,Sports and games,NO,YES,Education,Young Adults
1029,1,3,Increased,NO,Leisure and Entertainment,NO,YES,Dining and Entertainment,Young Adults
1030,0,3,Remain Constant,YES,Social Media,NO,NO,Dining and Entertainment,Pre-Teens
1031,1,4,Increased,NO,Reading books,NO,NO,Dining and Entertainment,Pre-Teens
1032,2,3,Increased,NO,Sleeping,YES,NO,Social Interactions,Young Adults
1033,0.5,3,Remain Constant,NO,Watching videos,YES,YES,Travel and Exploration,Young Adults
1034,2,3,Decreased,NO,Leisure and Entertainment,NO,NO,Personal Exploration,Young Adults
1035,3,3,Decreased,NO,Sleeping,YES,YES,Social Interactions,Young Adults
1036,4,3,Increased,YES,Meditation,YES,YES,Social Interactions,Young Adults
1037,0.5,3,Remain Constant,NO,Social Media,NO,NO,Social Interactions,Young Adults
1038,2,4,Remain Constant,NO,Social Media,NO,YES,Dining and Entertainment,Young Adults
1039,0,2,Increased,NO,Reading books,YES,YES,Social Interactions,Young Adults
1040,0,2,Increased,YES,Sleeping,NO,NO,Education,Pre-Teens
1041,2,4,Remain Constant,NO,Leisure and Entertainment,NO,YES,Social Interactions,Pre-Teens
1042,0,2,Increased,NO,Reading books,YES,NO,Personal Exploration,Young Adults
1043,0,3,Remain Constant,NO,Communication with others,NO,YES,Education,Young Adults
1044,1,4,Remain Constant,NO,Meditation,YES,YES,Social Interactions,Pre-Teens
1045,1,2,Remain Constant,NO,Gaming,NO,YES,Personal Exploration,Adults
1046,0.5,2,Increased,NO,Watching videos,NO,YES,Education,Pre-Teens
1047,1,2,Decreased,NO,Leisure and Entertainment,YES,YES,Personal Reflection,Young Adults
1048,0,4,Increased,NO,Social Media,NO,NO,Dining and Entertainment,Young Adults
1049,1,3,Increased,YES,Communication with others,YES,YES,Education,Adults
1050,0,4,Increased,NO,Watching videos,NO,YES,Travel and Exploration,Young Adults
1051,0.3,3,Remain Constant,NO,Gaming,YES,NO,Travel and Exploration,Pre-Teens
1052,1,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Dining and Entertainment,Pre-Teens
1053,0.5,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Social Interactions,Pre-Teens
1054,5,3,Increased,NO,Leisure and Entertainment,NO,NO,Personal Exploration,Pre-Teens
1055,1,3,Remain Constant,NO,Watching videos,YES,NO,Education,Pre-Teens
1056,0,2,Increased,NO,Social Media,NO,NO,Social Interactions,Pre-Teens
1057,2,4,Increased,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Pre-Teens
1058,1,3,Remain Constant,NO,Sleeping,NO,YES,Education,Pre-Teens
1059,0,3,Remain Constant,NO,Gaming,NO,NO,Personal Exploration,Pre-Teens
1060,0,3,Remain Constant,NO,Watching videos,NO,YES,Social Interactions,Pre-Teens
1061,0,2,Decreased,NO,Leisure and Entertainment,NO,NO,All Options,Pre-Teens
1062,8,4,Increased,NO,Watching videos,NO,NO,Personal Reflection,Adults
1063,2,3,Remain Constant,NO,Communication with others,NO,YES,Social Interactions,Pre-Teens
1064,1,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1065,0.5,4,Decreased,NO,Leisure and Entertainment,YES,YES,Education,Pre-Teens
1066,0,3,Decreased,NO,Gaming,NO,NO,Education,Pre-Teens
1067,1,4,Remain Constant,NO,Gaming,YES,YES,Education,Pre-Teens
1068,0,3,Increased,NO,Gaming,NO,YES,Education,Pre-Teens
1069,1.5,3,Remain Constant,NO,Communication with others,NO,YES,Education,Pre-Teens
1070,1.5,4,Increased,NO,Leisure and Entertainment,YES,YES,Dining and Entertainment,Pre-Teens
1071,0,2,Increased,YES,No stress,NO,NO,Social Interactions,Pre-Teens
1072,2,2,Remain Constant,NO,Leisure and Entertainment,NO,NO,Education,Pre-Teens
1073,1.5,3,Remain Constant,NO,Reading books,YES,YES,Social Interactions,Pre-Teens
1074,0,3,Remain Constant,NO,Leisure and Entertainment,NO,NO,Education,Pre-Teens
1075,1,3,Remain Constant,NO,Sleeping,YES,YES,Social Interactions,Pre-Teens
1076,3,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1077,0,2,Increased,NO,Social Media,NO,YES,Education,Pre-Teens
1078,1,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1079,1,2,Increased,NO,Leisure and Entertainment,NO,YES,Social Interactions,Pre-Teens
1080,1,2,Decreased,NO,Leisure and Entertainment,NO,YES,Social Interactions,Pre-Teens
1081,0,2,Remain Constant,NO,Gaming,NO,NO,Transportation,Pre-Teens
1082,1,3,Remain Constant,NO,Sleeping,YES,YES,Social Interactions,Pre-Teens
1083,0.4,4,Remain Constant,NO,Gaming,YES,NO,Social Interactions,Pre-Teens
1084,2,3,Remain Constant,NO,Reading books,NO,YES,Social Interactions,Pre-Teens
1085,0,3,Remain Constant,NO,Gaming,YES,YES,Education,Pre-Teens
1086,0.5,3,Remain Constant,NO,Sleeping,YES,YES,All Options,Pre-Teens
1087,0,3,Remain Constant,NO,Leisure and Entertainment,NO,NO,Education,Pre-Teens
1088,2,2,Remain Constant,NO,Gaming,YES,YES,Education,Pre-Teens
1089,0,3,Decreased,NO,Social Media,YES,YES,Dining and Entertainment,Pre-Teens
1090,1,4,Remain Constant,NO,Communication with others,YES,NO,Dining and Entertainment,Pre-Teens
1091,3,4,Increased,NO,Gaming,NO,NO,Social Interactions,Pre-Teens
1092,0,3,Decreased,NO,Watching videos,YES,YES,Travel and Exploration,Young Adults
1093,0,3,Increased,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Young Adults
1094,4,2,Increased,NO,Communication with others,NO,YES,Social Interactions,Pre-Teens
1095,1,3,Increased,NO,Gaming,YES,NO,Personal Exploration,Pre-Teens
1096,2,3,Remain Constant,NO,Social Media,NO,NO,Travel and Exploration,Pre-Teens
1097,0,4,Increased,NO,Sleeping,NO,YES,Education,Pre-Teens
1098,0,3,Decreased,NO,Leisure and Entertainment,YES,NO,Travel and Exploration,Young Adults
1099,2,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Social Interactions,Pre-Teens
1100,0,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1101,0.5,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Education,Pre-Teens
1102,2,3,Decreased,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1103,1,4,Increased,NO,Watching videos,NO,YES,Education,Pre-Teens
1104,0,4,Remain Constant,NO,Communication with others,YES,YES,Education,Pre-Teens
1105,0,2,Increased,NO,Gaming,YES,YES,Education,Children
1106,2,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1107,0.5,1,Increased,NO,Gaming,YES,YES,Social Interactions,Pre-Teens
1108,2,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Children
1109,0,4,Increased,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Pre-Teens
1110,0.5,4,Remain Constant,NO,Leisure and Entertainment,YES,NO,Education,Pre-Teens
1111,3,3,Increased,NO,Leisure and Entertainment,NO,YES,Social Interactions,Children
1112,1,1,Decreased,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1113,3,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Pre-Teens
1114,2,2,Remain Constant,YES,Leisure and Entertainment,YES,YES,Social Interactions,Children
1115,3,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Pre-Teens
1116,2,2,Increased,NO,Meditation,NO,YES,Social Interactions,Pre-Teens
1117,0,3,Remain Constant,NO,Gaming,NO,NO,Social Interactions,Pre-Teens
1118,0.1,2,Remain Constant,NO,Social Media,NO,NO,Personal Exploration,Pre-Teens
1119,1,3,Remain Constant,NO,Gaming,YES,YES,Education,Pre-Teens
1120,1,4,Remain Constant,NO,Sleeping,YES,YES,Education,Pre-Teens
1121,2,3,Remain Constant,NO,Exercise,YES,NO,Social Interactions,Pre-Teens
1122,2,3,Decreased,NO,Watching videos,YES,YES,Education,Pre-Teens
1123,0,2,Decreased,NO,Leisure and Entertainment,YES,NO,Social Interactions,Pre-Teens
1124,0,2,Remain Constant,NO,Leisure and Entertainment,NO,NO,Social Interactions,Pre-Teens
1125,3,3,Increased,NO,Gaming,NO,YES,Education,Pre-Teens
1126,2,4,Remain Constant,NO,Sleeping,YES,YES,Education,Pre-Teens
1127,2,3,Remain Constant,NO,Gaming,NO,YES,Personal Reflection,Pre-Teens
1128,5,3,Remain Constant,NO,Gaming,NO,YES,All Options,Pre-Teens
1129,1,2,Remain Constant,NO,Social Media,YES,YES,Education,Children
1130,2,2,Remain Constant,NO,Meditation,YES,YES,Social Interactions,Children
1131,1,3,Increased,NO,Watching videos,YES,YES,Social Interactions,Children
1132,0,2,Decreased,NO,Leisure and Entertainment,NO,YES,Dining and Entertainment,Pre-Teens
1133,1,3,Remain Constant,NO,Sleeping,YES,YES,Education,Pre-Teens
1134,1,3,Increased,NO,Gaming,YES,NO,Travel and Exploration,Pre-Teens
1135,1,3,Remain Constant,NO,Communication with others,YES,YES,Education,Children
1136,1,2,Increased,NO,Reading books,YES,YES,Education,Pre-Teens
1137,0.5,2,Remain Constant,NO,Social Media,YES,YES,Social Interactions,Children
1138,0.3,3,Remain Constant,NO,Gaming,NO,YES,Social Interactions,Pre-Teens
1139,0.5,4,Increased,YES,Leisure and Entertainment,YES,YES,Travel and Exploration,Pre-Teens
1140,2,2,Decreased,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1141,1,2,Remain Constant,NO,Gaming,NO,YES,Social Interactions,Pre-Teens
1142,2,4,Remain Constant,NO,Gaming,YES,YES,Social Interactions,Pre-Teens
1143,1,2,Decreased,NO,Exercise,NO,YES,Education and Social Interactions,Pre-Teens
1144,0,2,Increased,NO,Communication with others,NO,YES,Education,Young Adults
1145,0.5,3,Remain Constant,NO,Gaming,YES,YES,Social Interactions,Pre-Teens
1146,0.5,1,Decreased,NO,Watching videos,YES,NO,Education,Children
1147,2,4,Increased,NO,Leisure and Entertainment,YES,YES,Education,Pre-Teens
1148,1,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Social Interactions,Pre-Teens
1149,2,3,Remain Constant,NO,Social Media,YES,YES,Dining and Entertainment,Children
1150,1,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,All Options,Pre-Teens
1151,3,4,Remain Constant,NO,Meditation,YES,YES,Social Interactions,Children
1152,2,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,Dining and Entertainment,Children
1153,0,3,Remain Constant,NO,Leisure and Entertainment,YES,NO,Personal Reflection,Pre-Teens
1154,1,4,Increased,NO,Sleeping,YES,YES,Personal Exploration,Pre-Teens
1155,1,1,Decreased,NO,Social Media,NO,YES,Social Interactions,Pre-Teens
1156,1,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Children
1157,1,3,Remain Constant,NO,Sleeping,YES,YES,Education and Social Interactions,Pre-Teens
1158,0,3,Increased,NO,Sleeping,YES,YES,Education,Pre-Teens
1159,1,4,Increased,NO,Sleeping,YES,YES,Social Interactions,Children
1160,1,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Pre-Teens
1161,2,3,Decreased,NO,Leisure and Entertainment,YES,NO,Social Interactions,Pre-Teens
1162,1,3,Remain Constant,NO,Exercise,YES,YES,Social Interactions,Children
1163,1.5,3,Decreased,NO,Leisure and Entertainment,YES,YES,Education,Pre-Teens
1164,1,4,Increased,NO,Leisure and Entertainment,NO,YES,Social Interactions,Children
1165,3,4,Remain Constant,NO,Gaming,YES,YES,Social Interactions,Pre-Teens
1166,1,4,Remain Constant,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Children
1167,1,3,Remain Constant,NO,Leisure and Entertainment,YES,NO,Social Interactions,Children
1168,2,3,Decreased,NO,Exercise,YES,YES,Social Interactions,Pre-Teens
1169,2,4,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1170,0,4,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Pre-Teens
1171,2,3,Decreased,NO,Reading books,YES,YES,Education,Pre-Teens
1172,1,2,Remain Constant,NO,Gaming,NO,YES,Education,Pre-Teens
1173,3,4,Remain Constant,NO,Communication with others,YES,YES,Education,Children
1174,1,3,Decreased,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Pre-Teens
1175,0,4,Increased,NO,Social Media,NO,YES,Travel and Exploration,Pre-Teens
1176,1,3,Remain Constant,NO,Watching videos,NO,NO,Education,Pre-Teens
1177,2,3,Decreased,NO,Exercise,YES,YES,Travel and Exploration,Children
1178,1,4,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
1179,2,4,Decreased,NO,Gaming,NO,YES,Education,Pre-Teens
1180,1,4,Remain Constant,NO,Reading books,YES,YES,Education,Pre-Teens
1181,1,3,Remain Constant,NO,Communication with others,YES,YES,Education,Pre-Teens
